ID	HR	lower	upper	pvalue	symbol	as_id	splice_type	exons	from_exon	to_exon	novel_splice
RUVBL2_AD_50872	1.628398453	1.207097758	2.196741319	0.00141197	RUVBL2	50872	AD	1.2	1.1	2	0
STX5_AD_16442	0.613023998	0.453664543	0.8283619	0.00144291	STX5	16442	AD	9.2	9.1	10	0
ATP5J_AD_60270	0.617177857	0.458293729	0.831144924	0.001483759	ATP5J	60270	AD	1.3:1.4	1.2	3	0
E2F4_AD_36969	0.622113859	0.461774871	0.838126276	0.001801119	E2F4	36969	AD	2.2	2.1	3	0
LTBP3_AD_16867	1.606069851	1.183992186	2.17861266	0.002321819	LTBP3	16867	AD	1.2	1.1	2	0
DAG1_AD_64888	1.584159467	1.176614959	2.1328653	0.002431151	DAG1	64888	AD	2.2	2.1	7	0
ATP13A4_AD_68136	0.625239579	0.461288651	0.847461843	0.002472754	ATP13A4	68136	AD	11.2	11.1	12	0
FADS3_AD_16306	1.661136858	1.192497002	2.31394767	0.002691046	FADS3	16306	AD	4.2	4.1	5	0
SRSF7_AD_53283	0.635869848	0.471027323	0.858401295	0.003104268	SRSF7	53283	AD	4.2:4.3:4.4	4.1	4.6	0
STARD10_AD_17646	1.565633179	1.161542844	2.110302918	0.003249562	STARD10	17646	AD	3.2:3.3	3.1	4	0
KLHDC4_AD_37954	1.574787639	1.161396336	2.135322828	0.003466262	KLHDC4	37954	AD	6.2	6.1	7.1	0
WBP2_AD_43523	1.545671232	1.147667824	2.081699519	0.004148185	WBP2	43523	AD	2.2	2.1	4	0
TMEM106C_AD_21391	1.528917859	1.136308256	2.057179297	0.005049189	TMEM106C	21391	AD	5.2	5.1	6	0
SUPT4H1_AD_42665	0.656352557	0.487500043	0.88368952	0.005522992	SUPT4H1	42665	AD	2.4	2.3	3.2	0
TMEM101_AD_41755	1.71481014	1.168797065	2.515897672	0.00582507	TMEM101	41755	AD	2.2	2.1	3	0
RPS6KL1_AD_28456	0.641551274	0.467462271	0.880473278	0.005994496	RPS6KL1	28456	AD	2.2	2.1	3	0
ANXA2_AD_30958	1.521917638	1.127354219	2.054574557	0.006090513	ANXA2	30958	AD	1.2	1.1	4.2	0
DDX56_AD_79534	0.656453762	0.485777316	0.887096881	0.006147927	DDX56	79534	AD	8.2	8.1	9	0
LYSMD1_AD_7566	1.513944577	1.125023073	2.0373166	0.006188999	LYSMD1	7566	AD	1.2	1.1	2	0
FAM115A_AD_82127	1.515430893	1.12313135	2.044757092	0.0065347	FAM115A	82127	AD	1.2	1.1	2	0
HEMK1_AD_65089	1.512903913	1.120447164	2.042825689	0.006887765	HEMK1	65089	AD	1.2:1.3	1.1	2.1	0
VIPR1_AD_64279	0.665062002	0.49428373	0.894845288	0.007065699	VIPR1	64279	AD	9.2	9.1	10	0
RBM5_AD_64958	0.65846574	0.485828051	0.892449767	0.007072198	RBM5	64958	AD	6.2:6.3	6.1	7	1
ANKRD49_AD_18352	0.663185886	0.490463783	0.896733938	0.007629585	ANKRD49	18352	AD	2.3:2.4:2.5:2.6	2.2	2.8	0
RPS14_AD_74095	1.498079445	1.111517747	2.019078895	0.007948088	RPS14	74095	AD	1.2:1.3	1.1	3	0
AKT1S1_AD_51112	0.668689331	0.496666724	0.900292693	0.007997371	AKT1S1	51112	AD	1.2:1.3	1.1	3.2	0
PSMD4_AD_7584	1.493755476	1.109884267	2.010394677	0.008099783	PSMD4	7584	AD	7.2	7.1	8	0
EGLN3_AD_27150	0.670386277	0.498394428	0.901731108	0.008197704	EGLN3	27150	AD	1.2	1.1	2	0
DNAJC19_AD_67759	1.490742451	1.108254268	2.005237535	0.008304287	DNAJC19	67759	AD	5.2	5.1	6	0
ZNF596_AD_82544	1.491771262	1.107774793	2.008875372	0.008437851	ZNF596	82544	AD	1.2	1.1	2	0
TCEAL4_AD_89756	0.671372958	0.498705266	0.903823719	0.008624592	TCEAL4	89756	AD	3.2	3.1	4.2	0
TOX4_AD_26586	1.487527261	1.104721925	2.002981295	0.008895331	TOX4	26586	AD	5.2	5.1	6	0
EIF3K_AD_49686	0.674032529	0.50084543	0.907105911	0.009230364	EIF3K	49686	AD	1.2	1.1	2	1
DRG2_AD_39572	1.485215689	1.102491399	2.000800772	0.009275448	DRG2	39572	AD	3.2	3.1	4	0
HM13_AD_58889	1.483559898	1.101936518	1.997347339	0.009329599	HM13	58889	AD	12.2	12.1	13	0
PSMD10_AD_89845	0.675460693	0.50185949	0.909113322	0.009636292	PSMD10	89845	AD	4.2	4.1	5	0
PSTK_AD_91867	0.671559849	0.496717044	0.90794676	0.009665764	PSTK	91867	AD	4.4:4.5	4.3	5	1
ARPC4_AD_63186	1.480537398	1.099265754	1.994050098	0.00979654	ARPC4	63186	AD	1.4	1.3	2	0
RPS20_AD_83891	0.667779756	0.491411197	0.907447379	0.009861368	RPS20	83891	AD	1.2:1.3:1.4	1.1	2.1	0
NOSIP_AD_50974	1.475142996	1.09595493	1.985525864	0.010336598	NOSIP	50974	AD	6.3	6.2	7	0
TRMT10B_AD_86433	0.677294596	0.502561703	0.912779399	0.010484906	TRMT10B	86433	AD	4.2	4.1	5	0
CORO7_AD_33673	1.475624665	1.094027839	1.990322436	0.010815053	CORO7	33673	AD	6.2	6.1	7.1	0
ACP1_AD_52511	0.675551099	0.499401958	0.913831595	0.010942209	ACP1	52511	AD	4.3:4.4	4.2	5	0
HNRNPC_AD_26546	0.677371442	0.501106512	0.915637813	0.011306254	HNRNPC	26546	AD	2.5:2.6	2.4	3.2	0
ACADSB_AD_13387	0.676777584	0.499974563	0.916102401	0.01149812	ACADSB	13387	AD	1.2	1.1	2	0
CLEC10A_AD_38829	0.68113634	0.505702701	0.917429772	0.011500058	CLEC10A	38829	AD	6.3	6.2	7.1	0
RANGRF_AD_39166	0.680909811	0.505320555	0.917512984	0.01154602	RANGRF	39166	AD	3.2:3.3	3.1	3.5	0
FASTKD2_AD_57158	1.464588805	1.089110886	1.969515129	0.011577072	FASTKD2	57158	AD	1.2:1.3	1.1	2	0
C19orf47_AD_49883	1.467356396	1.089125213	1.976939629	0.011691737	C19orf47	49883	AD	3.2	3.1	4	0
EPS15L1_AD_48162	0.637503236	0.449249271	0.904643374	0.011696052	EPS15L1	48162	AD	16.2	16.1	17	0
NRP1_AD_11200	0.68173556	0.50593801	0.91861723	0.011807814	NRP1	11200	AD	14.2	14.1	15.1	0
PPIF_AD_12308	0.678086843	0.500959995	0.917841288	0.011904064	PPIF	12308	AD	4.2	4.1	5	0
FAM86C1_AD_17435	1.465969165	1.088010271	1.975225466	0.011922359	FAM86C1	17435	AD	5.2	5.1	6	0
EEF1D_AD_85441	0.68347847	0.507760261	0.920006654	0.01207911	EEF1D	85441	AD	10.2	10.1	11	0
RPL35A_AD_68338	1.466644736	1.087338099	1.978268564	0.012128353	RPL35A	68338	AD	3.2	3.1	5	0
HMBS_AD_19107	0.68342929	0.507367145	0.920586994	0.012266661	HMBS	19107	AD	1.2	1.1	4	0
TAF6_AD_80900	1.461126046	1.084938949	1.96775065	0.012534784	TAF6	80900	AD	2.2:2.3	2.1	3.2	0
DCUN1D5_AD_18486	0.687103891	0.510553064	0.924706541	0.01326561	DCUN1D5	18486	AD	1.2	1.1	2	0
FAM168B_AD_55364	1.457049487	1.081450564	1.963097785	0.013331873	FAM168B	55364	AD	1.2	1.1	2	0
RASA1_AD_72723	1.451989455	1.079663144	1.952714039	0.013624779	RASA1	72723	AD	1.2	1.1	4	0
TXNDC17_AD_38767	0.683935355	0.505532503	0.925296726	0.01376147	TXNDC17	38767	AD	2.2	2.1	3	0
AP2B1_AD_40327	1.452539961	1.079079677	1.955251667	0.013821359	AP2B1	40327	AD	1.2	1.1	2	0
RELL2_AD_73811	0.682887907	0.503518871	0.926153756	0.014150771	RELL2	73811	AD	1.3:1.4	1.2	2	0
TBL2_AD_79967	1.455827345	1.078301731	1.96552894	0.014199415	TBL2	79967	AD	5.3	5.2	6	0
ATP5J_AD_60271	0.690846549	0.513459047	0.929517078	0.014577404	ATP5J	60271	AD	1.3	1.2	3	0
NOLC1_AD_12939	1.451425124	1.076311577	1.957272351	0.014605591	NOLC1	12939	AD	6.2	6.1	7	0
CASP1_AD_18527	0.639310807	0.444463234	0.919577317	0.015865285	CASP1	18527	AD	3.3:3.4	3.2	5	0
ST7_AD_81562	1.439230381	1.069608368	1.93658179	0.016202723	ST7	81562	AD	16.2	16.1	17	0
TEX264_AD_65100	1.462270484	1.069305647	1.999648066	0.017331712	TEX264	65100	AD	1.3:1.4	1.2	3	0
ACTG1_AD_44125	1.435485973	1.065365552	1.934190547	0.017494295	ACTG1	44125	AD	1.2	1.1	1.5	0
TMUB2_AD_41811	0.693415706	0.512609205	0.937995917	0.017538301	TMUB2	41811	AD	2.3:2.4:2.5	2.2	4.3	0
CORO7_AD_33669	0.696588124	0.516752453	0.939008631	0.017644803	CORO7	33669	AD	18.3:18.4	18.2	19	0
KIF22_AD_35932	0.694613676	0.514009973	0.938674702	0.01769696	KIF22	35932	AD	11.2	11.1	13	0
CHMP7_AD_83076	1.430907096	1.064107242	1.924143578	0.017732392	CHMP7	83076	AD	2.2	2.1	3	0
PAIP1_AD_71962	1.432656369	1.064195496	1.928690997	0.017781789	PAIP1	71962	AD	2.2	2.1	3	0
INTS2_AD_42894	0.694819409	0.514168834	0.938940636	0.017784619	INTS2	42894	AD	1.2	1.1	2	0
POLD4_AD_17170	0.697703679	0.517996592	0.939756037	0.017842598	POLD4	17170	AD	1.3	1.2	2	0
DRG2_AD_39551	0.693541747	0.512218823	0.939052087	0.017949746	DRG2	39551	AD	5.2	5.1	6.1	0
LIG1_AD_50689	0.695329579	0.514349737	0.93998925	0.018162147	LIG1	50689	AD	24.2	24.1	25	0
EMC6_AD_38483	0.699643572	0.51995083	0.941437344	0.0183525	EMC6	38483	AD	1.2	1.1	2	0
PRDM1_AD_77113	1.531938163	1.074675387	2.183761315	0.018367523	PRDM1	77113	AD	1.2	1.1	2	0
ATG9A_AD_57639	1.429611721	1.061807963	1.924820441	0.018514396	ATG9A	57639	AD	10.2	10.1	11	0
TTLL3_AD_63213	0.699197013	0.519036323	0.941892582	0.018585206	TTLL3	63213	AD	8.2:8.3	8.1	9	0
TMED5_AD_3777	0.699732199	0.519759786	0.942021993	0.018588917	TMED5	3777	AD	4.2:4.3	4.1	5	0
UBXN1_AD_16399	0.676529203	0.488325729	0.937267352	0.018799632	UBXN1	16399	AD	5.2	5.1	6	0
SUMF2_AD_79789	0.701598113	0.521861363	0.943238851	0.018927789	SUMF2	79789	AD	5.2	5.1	6	0
SNAPC5_AD_31272	0.699792686	0.519287876	0.943041086	0.01901395	SNAPC5	31272	AD	2.2	2.1	3.1	0
FAM185A_AD_81137	1.426768266	1.060014749	1.920414491	0.019056843	FAM185A	81137	AD	1.2:1.3	1.1	2	0
PQBP1_AD_89029	0.69757075	0.516183548	0.942697521	0.019076828	PQBP1	89029	AD	1.2:1.3	1.1	2.3	0
SIRT3_AD_13596	0.70118644	0.52070961	0.944216152	0.019386236	SIRT3	13596	AD	8.2	8.1	9	0
LMO3_AD_20630	0.701856692	0.521124524	0.94526892	0.019780678	LMO3	20630	AD	4.2:4.3	4.1	6.3	0
UFM1_AD_25698	0.702015495	0.521162855	0.94562717	0.019922767	UFM1	25698	AD	2.2	2.1	3	0
NIT1_AD_8557	0.704215362	0.523388156	0.947517194	0.020557443	NIT1	8557	AD	1.2	1.1	2	0
SLC35G2_AD_66939	1.417739573	1.054922009	1.905340376	0.020641548	SLC35G2	66939	AD	1.2	1.1	2	0
SPINT1_AD_30056	0.704463392	0.523521937	0.947942455	0.020726119	SPINT1	30056	AD	5.2	5.1	6	0
CTSL_AD_86778	0.70448642	0.523114734	0.948742377	0.0210871	CTSL	86778	AD	1.2	1.1	2	0
LUC7L_AD_32849	0.702006418	0.519600486	0.948446016	0.021180268	LUC7L	32849	AD	1.2:1.3	1.1	2.2	0
UPF1_AD_48507	0.705273114	0.524064516	0.949139179	0.021195948	UPF1	48507	AD	7.2	7.1	8	0
BCS1L_AD_57548	1.441286881	1.055846914	1.967432823	0.021322227	BCS1L	57548	AD	1.2:1.3:1.4:1.5:1.6	1.1	2	0
MDK_AD_15573	1.419967513	1.052793981	1.91519687	0.021619004	MDK	15573	AD	1.2	1.1	2.4	0
NDUFV1_AD_17255	0.706887319	0.525490942	0.950900655	0.021863971	NDUFV1	17255	AD	1.3	1.2	3	0
P4HB_AD_44185	1.419768357	1.051752601	1.916555457	0.022045852	P4HB	44185	AD	1.2	1.1	2.1	0
TMUB2_AD_41816	1.413265669	1.050877267	1.900621427	0.022122974	TMUB2	41816	AD	2.2	2.1	4.3	0
KLC4_AD_76232	1.43465121	1.052573348	1.955421063	0.022357134	KLC4	76232	AD	5.2:5.3:5.4:5.5	5.1	6	0
POT1_AD_81641	0.705956619	0.523547724	0.95191847	0.022427367	POT1	81641	AD	18.2	18.1	19	0
PML_AD_31636	0.708191113	0.526620077	0.952365233	0.022437356	PML	31636	AD	6.2	6.1	6.4	0
TGIF1_AD_44508	0.708165388	0.526536355	0.952447466	0.02247891	TGIF1	44508	AD	5.2:5.3	5.1	7.2	0
FAM115A_AD_82126	1.409845431	1.049545365	1.893833468	0.022541824	FAM115A	82126	AD	8.2	8.1	9	0
PDCD6_AD_71426	1.41368387	1.049875727	1.903560615	0.022572714	PDCD6	71426	AD	5.2	5.1	6.1	0
BECN1_AD_41142	1.411088793	1.049511699	1.897236194	0.022613118	BECN1	41142	AD	1.2	1.1	2.1	0
RPA2_AD_1359	1.430278517	1.051443518	1.94560773	0.022637989	RPA2	1359	AD	1.2	1.1	1.4	0
PRPS2_AD_88491	1.412189681	1.048954828	1.90120646	0.022905937	PRPS2	88491	AD	2.2	2.1	3	0
SLC38A9_AD_72047	0.708001086	0.525619966	0.953665331	0.023078349	SLC38A9	72047	AD	16.5	16.4	17	0
IKBKB_AD_83596	0.707420989	0.524774546	0.95363706	0.023116491	IKBKB	83596	AD	4.2	4.1	5	0
RPSA_AD_64185	1.413822778	1.047738879	1.907817766	0.023513954	RPSA	64185	AD	1.2	1.1	2	0
RBM10_AD_88905	0.709787003	0.527100321	0.95579071	0.023959372	RBM10	88905	AD	10.2	10.1	11	0
TDP2_AD_75528	0.7097518	0.526900571	0.956058211	0.024095087	TDP2	75528	AD	2.2	2.1	3	0
NEURL4_AD_38916	1.405404979	1.0451986	1.88974914	0.024286726	NEURL4	38916	AD	15.2	15.1	16	0
ARRB2_AD_38565	0.709163525	0.52584877	0.956383153	0.024307927	ARRB2	38565	AD	6.2	6.1	7	0
HAUS4_AD_26678	1.40258892	1.04338688	1.885451807	0.025004233	HAUS4	26678	AD	1.3	1.2	2	0
WDR92_AD_53826	1.404168355	1.04230914	1.891654494	0.025581806	WDR92	53826	AD	1.2	1.1	2	0
TCF4_AD_45613	1.399511547	1.040709302	1.882016973	0.026149691	TCF4	45613	AD	28.2	28.1	29	0
POLR2G_AD_16418	0.711712328	0.527030193	0.961110852	0.026503838	POLR2G	16418	AD	2.5	2.4	3	0
PPIE_AD_1904	0.714957023	0.531559489	0.961629988	0.026508661	PPIE	1904	AD	7.2	7.1	8	0
ATP5G2_AD_22106	0.717068976	0.534117601	0.962686711	0.026897937	ATP5G2	22106	AD	1.2:1.3	1.1	3	0
PTCD2_AD_72469	0.716158996	0.53268016	0.962836137	0.02705317	PTCD2	72469	AD	1.2	1.1	2	0
ARMC6_AD_48582	1.397533682	1.03848475	1.880721302	0.027159851	ARMC6	48582	AD	1.2	1.1	5	0
SRSF2_AD_43667	1.395555055	1.038033624	1.876214667	0.027302706	SRSF2	43667	AD	1.2	1.1	2.1	0
PIGA_AD_88555	0.718236547	0.533653737	0.966663776	0.028986651	PIGA	88555	AD	2.2	2.1	3	0
PLCB2_AD_29972	0.718032727	0.533061589	0.96718842	0.02929623	PLCB2	29972	AD	15.2	15.1	16	0
ATP6AP1_AD_90605	0.718743395	0.533688748	0.967965073	0.029680351	ATP6AP1	90605	AD	2.2	2.1	4	0
ATP5J_AD_60274	0.720277615	0.535780408	0.968306857	0.02975919	ATP5J	60274	AD	1.2:1.3:1.4	1.1	3	0
LSM5_AD_79194	1.389544031	1.032419401	1.870201792	0.029971909	LSM5	79194	AD	2.2	2.1	4.1	0
ATXN2L_AD_35844	1.388647981	1.032305242	1.867997116	0.029998519	ATXN2L	35844	AD	22.2	22.1	22.4	1
ACTG1_AD_44124	1.387579472	1.031798474	1.86603958	0.030230347	ACTG1	44124	AD	1.2:1.3	1.1	1.5	0
LMBR1L_AD_21521	0.715336713	0.528328053	0.968539547	0.030256807	LMBR1L	21521	AD	4.2	4.1	5	0
POLM_AD_79449	1.388306709	1.031367765	1.868776186	0.030491253	POLM	79449	AD	9.3:9.4:9.5	9.2	9.7	0
DDX56_AD_79536	0.720343937	0.535098354	0.969719647	0.030565166	DDX56	79536	AD	4.2	4.1	5	0
HEMK1_AD_65085	0.720609745	0.535470521	0.969760956	0.030569659	HEMK1	65085	AD	1.4	1.3	2.1	0
ENY2_AD_84890	0.72215929	0.537312293	0.970597635	0.030943828	ENY2	84890	AD	1.3	1.2	2.1	0
TMEM177_AD_55139	0.72258614	0.536716013	0.972824953	0.032229328	TMEM177	55139	AD	1.2	1.1	2.1	0
TMEM9_AD_9352	1.382888304	1.027170462	1.861794253	0.032625914	TMEM9	9352	AD	5.2	5.1	6	0
LRIG1_AD_65550	1.382695505	1.026778234	1.86198616	0.032842977	LRIG1	65550	AD	15.2	15.1	16	0
GMNN_AD_75535	1.379955102	1.026487684	1.855137779	0.032914604	GMNN	75535	AD	1.2	1.1	2	0
SMIM4_AD_65231	1.379596669	1.026419192	1.854297917	0.032941613	SMIM4	65231	AD	1.2	1.1	2	0
SBDS_AD_79905	1.3832705	1.025650288	1.865584498	0.033510395	SBDS	79905	AD	2.2	2.1	3	0
WWC2_AD_71262	0.723809367	0.537145806	0.97534039	0.033666577	WWC2	71262	AD	20.2	20.1	21.2	0
IL32_AD_33420	0.724451962	0.53770709	0.97605305	0.034062864	IL32	33420	AD	1.2:1.3:1.4:1.5:1.6	1.1	1.8	0
PON2_AD_80534	0.673441423	0.467181473	0.970764844	0.034091085	PON2	80534	AD	6.2	6.1	7	0
WDYHV1_AD_85066	0.726645898	0.540691575	0.976553521	0.034235955	WDYHV1	85066	AD	1.2	1.1	2	0
ALDH18A1_AD_12645	1.377109768	1.023140062	1.853540277	0.034783159	ALDH18A1	12645	AD	6.2	6.1	7	0
TNFRSF12A_AD_33349	0.724885638	0.537185187	0.978171405	0.035351181	TNFRSF12A	33349	AD	2.2	2.1	4	0
SAFB2_AD_46850	0.724780943	0.537015176	0.978198454	0.035374167	SAFB2	46850	AD	4.2	4.1	5	0
SLC35F5_AD_55071	1.375279353	1.021891979	1.850874004	0.035476744	SLC35F5	55071	AD	1.2	1.1	2	0
CIRBP_AD_46434	1.374787706	1.021767036	1.849777073	0.035537491	CIRBP	46434	AD	8.5	8.4	9.1	0
DNASE1L1_AD_90576	0.726534364	0.539317617	0.978740849	0.035614348	DNASE1L1	90576	AD	3.3	3.2	4	0
ELMO2_AD_59681	0.728026366	0.541110219	0.97950911	0.036018033	ELMO2	59681	AD	5.2	5.1	6	0
BCS1L_AD_57516	0.720893961	0.530838977	0.978993869	0.036088486	BCS1L	57516	AD	1.7:1.8	1.6	2	0
IMPA2_AD_44661	0.727724702	0.540496669	0.979808523	0.036226255	IMPA2	44661	AD	6.2	6.1	7	0
TIMM13_AD_46608	1.375827499	1.020522833	1.85483484	0.036327167	TIMM13	46608	AD	1.2	1.1	2	0
MRPL2_AD_76240	0.726809129	0.538938773	0.980169801	0.036507348	MRPL2	76240	AD	1.2	1.1	2.1	0
DTWD1_AD_30559	0.7294477	0.542734387	0.980394757	0.036508625	DTWD1	30559	AD	1.2	1.1	3	0
RPS25_AD_19056	0.7279258	0.540533045	0.980284139	0.036520115	RPS25	19056	AD	2.2	2.1	3.1	0
DRG2_AD_39550	1.370660834	1.019555812	1.842676094	0.036776639	DRG2	39550	AD	6.2	6.1	6.4	0
RNF43_AD_42674	1.373697412	1.018960985	1.851930158	0.037232524	RNF43	42674	AD	1.2:1.3:1.4	1.1	3	0
PPP1R8_AD_1347	1.371599781	1.018851736	1.846476669	0.037243262	PPP1R8	1347	AD	1.2:1.3	1.1	2	0
PPIL3_AD_56768	1.369147108	1.017659172	1.84203499	0.03793032	PPIL3	56768	AD	1.2	1.1	2.2	0
SACM1L_AD_64409	0.730607322	0.542990275	0.983050864	0.038185741	SACM1L	64409	AD	1.2:1.3	1.1	2	0
VRK3_AD_219373	0.730094886	0.542168194	0.983160851	0.038283167	VRK3	219373	AD	13.2	13.1	15	1
TMCO1_AD_8810	0.732295343	0.544605719	0.984669186	0.039186694	TMCO1	8810	AD	4.2	4.1	5	0
ZNF74_AD_61156	1.411660235	1.017125276	1.959232227	0.039255754	ZNF74	61156	AD	1.2:1.3	1.1	2	0
ATF7_AD_22096	1.532465161	1.02082048	2.300550896	0.039458194	ATF7	22096	AD	6.2	6.1	7	0
PROM2_AD_54499	1.368663859	1.015263544	1.845078323	0.039459217	PROM2	54499	AD	7.2	7.1	8	0
FAM86B1_AD_82719	0.732845196	0.544970386	0.98548856	0.039716137	FAM86B1	82719	AD	1.2	1.1	3.2	0
MRM1_AD_40499	1.371610416	1.014248636	1.854885544	0.040185826	MRM1	40499	AD	1.2	1.1	2	0
NNMT_AD_18818	0.733122243	0.544749941	0.986632916	0.040484092	NNMT	18818	AD	5.3	5.2	6	0
KLC1_AD_29478	0.734049185	0.546054274	0.986766759	0.040538911	KLC1	29478	AD	13.3	13.2	14.1	0
ATXN2_AD_24519	1.371747563	1.013621718	1.856403963	0.040598206	ATXN2	24519	AD	18.2	18.1	19	0
GAPDH_AD_19876	1.366422099	1.012397123	1.844246009	0.041301277	GAPDH	19876	AD	1.2	1.1	2.2	0
TXNDC15_AD_73437	1.418958654	1.013419352	1.986782332	0.041591503	TXNDC15	73437	AD	1.2	1.1	3	0
ZBTB44_AD_19501	0.732973794	0.543038446	0.989341706	0.042357859	ZBTB44	19501	AD	5.2	5.1	7.1	0
UBAC2_AD_26181	1.360274767	1.010392599	1.831315315	0.0425487	UBAC2	26181	AD	1.2	1.1	2	0
C1orf210_AD_2154	0.733769757	0.543959369	0.989813002	0.042661294	C1orf210	2154	AD	1.2	1.1	2	0
ENY2_AD_84895	1.357431096	1.009715164	1.824890074	0.042970303	ENY2	84895	AD	1.2	1.1	2.1	0
ZNF576_AD_50221	0.735768733	0.546626807	0.990356897	0.042982764	ZNF576	50221	AD	1.2:1.3	1.1	1.5	0
PSEN1_AD_28272	1.357142299	1.008859327	1.825661091	0.043564479	PSEN1	28272	AD	4.2	4.1	7	0
ATP5J_AD_60269	0.737054354	0.547855356	0.991592242	0.043826255	ATP5J	60269	AD	1.3:1.4:1.5	1.2	3	0
NME1-NME2_AD_42512	1.35720513	1.008300745	1.826841619	0.043958466	NME1-NME2	42512	AD	8.2	8.1	8.4	0
CDK11A_AD_218	1.356197057	1.007965891	1.824734819	0.044181123	CDK11A	218	AD	4.2	4.1	5	0
MTRF1L_AD_78213	1.355429127	1.007818718	1.822935102	0.044275109	MTRF1L	78213	AD	3.2	3.1	4	0
STOX1_AD_11963	1.353568257	1.007446005	1.81860568	0.044516226	STOX1	11963	AD	3.2	3.1	4.1	0
TPD52L1_AD_77406	1.355841741	1.007257396	1.825061632	0.04468014	TPD52L1	77406	AD	9.2	9.1	10	0
STRA6_AD_31688	0.737600755	0.54786169	0.9930515	0.044864801	STRA6	31688	AD	18.2	18.1	19	0
HYI_AD_2185	0.73831052	0.54877063	0.993315593	0.045041039	HYI	2185	AD	2.2	2.1	4	1
PREPL_AD_53450	0.738822418	0.549399365	0.993555146	0.045204863	PREPL	53450	AD	1.2:1.3	1.1	3	0
RNPS1_AD_33262	0.739129092	0.549833238	0.993595471	0.045227928	RNPS1	33262	AD	1.2	1.1	4	0
ZNF592_AD_32325	1.351909838	1.006144535	1.816498671	0.045434549	ZNF592	32325	AD	5.2	5.1	6	0
CORO1B_AD_17216	0.734726279	0.543107946	0.993951036	0.045574184	CORO1B	17216	AD	5.6:5.7	5.5	6	0
CEP170_AD_10452	1.351755086	1.005747715	1.816799368	0.045721479	CEP170	10452	AD	16.2:16.3	16.1	17	0
FUZ_AD_51092	1.350151096	1.004319926	1.815067028	0.046754668	FUZ	51092	AD	1.2	1.1	2.1	0
CEP95_AD_43070	0.740476312	0.550473488	0.996060991	0.047027521	CEP95	43070	AD	13.2	13.1	14	0
EIF3K_AD_49684	1.349063606	1.003930668	1.812846914	0.047034999	EIF3K	49684	AD	1.3	1.2	2	1
C7orf49_AD_81876	0.74219206	0.552725935	0.996604318	0.047414073	C7orf49	81876	AD	2.2:2.3	2.1	3	0
ANAPC11_AD_44212	1.348110269	1.002762993	1.812393667	0.047901939	ANAPC11	44212	AD	3.4	3.3	7.2	0
KBTBD4_AD_15779	0.741228952	0.550939882	0.997241945	0.047905075	KBTBD4	15779	AD	1.2	1.1	2.4	0
UBAP2L_AD_7816	1.351688751	1.002593676	1.822335931	0.048046482	UBAP2L	7816	AD	6.2	6.1	7	0
SLC36A4_AD_18286	1.348624281	1.002242434	1.814718066	0.048296138	SLC36A4	18286	AD	5.2	5.1	6	0
SIRPB2_AD_58517	0.742596355	0.552334711	0.998397051	0.048771194	SIRPB2	58517	AD	2.2:2.3:2.4	2.1	3	0
PFN2_AD_67257	0.696511915	0.486002705	0.998201951	0.04886525	PFN2	67257	AD	5.4	5.3	6.1	0
DAPK2_AD_31080	1.346446182	1.00131181	1.810542233	0.048994466	DAPK2	31080	AD	4.2	4.1	5	0
ANKRD49_AD_18347	0.695612842	0.484223006	0.999285907	0.049549925	ANKRD49	18347	AD	2.4:2.5:2.6	2.3	2.8	0
GPS1_AD_44283	0.742293265	0.551309935	0.999436535	0.049567461	GPS1	44283	AD	1.2:1.3:1.4:1.5:1.6	1.1	2.3	0
C14orf159_AD_28848	1.3450886	1.000372912	1.808588897	0.049712206	C14orf159	28848	AD	11.4	11.3	12.1	0
POLL_AD_12901	0.742997102	0.552137416	0.999832065	0.049870542	POLL	12901	AD	1.2:1.3:1.4:1.5	1.1	3	0
ZNF552_AD_52343	1.346037956	1.000157292	1.81153324	0.049878804	ZNF552	52343	AD	1.2	1.1	2	0
MKL1_AP_62348	2.121816389	1.561831008	2.882581255	1.50E-06	MKL1	62348	AP	1	null	null	0
KIAA1217_AP_10995	0.496920253	0.366833138	0.673139124	6.31E-06	KIAA1217	10995	AP	3	null	null	0
LDB1_AP_12935	0.522597402	0.387721801	0.704391766	2.04E-05	LDB1	12935	AP	1	null	null	0
MKL1_AP_62349	0.519217511	0.383558257	0.702857569	2.21E-05	MKL1	62349	AP	4.1	null	null	0
LDB1_AP_12934	1.90575688	1.41381477	2.568872078	2.31E-05	LDB1	12934	AP	2	null	null	0
FAM72A_AP_9575	0.529628895	0.392026321	0.715530442	3.46E-05	FAM72A	9575	AP	1	null	null	0
PLEC_AP_85511	0.528663436	0.39012552	0.716397709	3.94E-05	PLEC	85511	AP	1	null	null	0
FAM72A_AP_9576	1.873214512	1.386437566	2.530898393	4.35E-05	FAM72A	9576	AP	3.1	null	null	0
ZNF185_AP_90395	0.536323326	0.396765193	0.724969618	5.09E-05	ZNF185	90395	AP	6.1	null	null	0
DCTN1_AP_54042	1.868282295	1.380330562	2.528726691	5.19E-05	DCTN1	54042	AP	1	null	null	0
EPHX1_AP_9997	1.864228234	1.374608042	2.528245728	6.16E-05	EPHX1	9997	AP	1	null	null	0
S100A14_AP_7729	0.552336173	0.409166461	0.745601797	0.000105468	S100A14	7729	AP	1	null	null	0
