Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticides	Energy.Extraction.and.Production	Agricultural.Crops	Fungicides	Mining.and.sewage.treatment	Trends.in.Global.Freshwater.Availability	GDP	Veterinary.Antibiotics	PM2.5	Non-Conventional.Energy.Resources	LH.ARG
-3.73378175251298e-03	 2.20798778733651e-02	 1.52717646057318e-02	 1.03123269958704e-02	 2.77957421917537e-02	-2.59215530576514e-02	-1.37376197175450e-02	-1.83401842933903e-02	 1.84695124163399e-02	 3.45788900482415e-03	-1.10171212205859e-02	-1.36852125612870e-02	 1.59825292829796e-02	0.000000000e+00
-3.18553776135790e-03	 2.22823031766145e-02	 1.47597818211101e-02	 1.07944053579045e-02	 2.76904613338199e-02	-2.53749670568020e-02	-1.37977042336251e-02	-1.71688467931875e-02	 1.73515375231217e-02	 5.45498063791638e-03	 1.97936422915375e-03	-3.47010621005861e-02	 1.27901643330066e-02	3.289473800e+05
-3.73378175251298e-03	 2.20798778733651e-02	 1.52717646057318e-02	 1.03123269958704e-02	 2.77957421917537e-02	-2.59215530576514e-02	-1.37376197175450e-02	-1.83401842933903e-02	 1.84695124163399e-02	 3.45788900482415e-03	-1.10171212205859e-02	-1.36852125612870e-02	 1.59825292829796e-02	0.000000000e+00
-3.73378175251298e-03	 2.20798778733651e-02	 1.52717646057318e-02	 1.03123269958704e-02	 2.77957421917537e-02	-2.59215530576514e-02	-1.37376197175450e-02	-1.83401842933903e-02	 1.84695124163399e-02	 3.45788900482415e-03	-1.10171212205859e-02	-1.36852125612870e-02	 1.59825292829796e-02	0.000000000e+00
-3.25065923296348e-03	 2.22582587112843e-02	 1.48205961171337e-02	 1.07371431664873e-02	 2.77029667958243e-02	-2.54398915891426e-02	-1.37905672796941e-02	-1.73079805055321e-02	 1.74843327227756e-02	 5.21776226767183e-03	 4.35616788521513e-04	-3.22047592297469e-02	 1.31693595577574e-02	2.898743800e+05
-1.21155812726327e-02	-6.76298568484825e-02	 6.62571828326924e-02	-1.10961225542105e-02	-2.73065273109059e-02	 2.01369595073420e-04	 1.43213798671867e-02	 6.08603404296423e-04	-3.48384258083935e-02	-2.03948415218278e-03	-1.23503624485236e-02	-3.34541535914207e-02	 6.08190966502900e-03	4.753416600e+05
-2.36858901859946e-02	-2.39855470060533e-02	 4.13238012915722e-02	 1.70413145116238e-04	 3.32459768949005e-03	-1.05085666577077e-02	-1.33400526043932e-03	 4.21891507374667e-02	 2.20947022873706e-02	-1.10876298123768e-02	 1.92276829093779e-02	 1.03076448351777e-03	 6.50904916931576e-03	0.000000000e+00
-2.35412146943472e-02	-2.39321292199180e-02	 4.11886947290285e-02	 2.97628263138625e-04	 3.29681524202438e-03	-1.03643286912617e-02	-1.34986089596752e-03	 4.24982536760504e-02	 2.17996811472665e-02	-1.05606195422344e-02	 2.26573108714978e-02	-4.51508446975662e-03	 5.66661956478461e-03	8.680555500e+04
-2.36454480287993e-02	-2.39706147567876e-02	 4.12860340043953e-02	 2.05974481332122e-04	 3.31683146664967e-03	-1.04682468050077e-02	-1.33843749769776e-03	 4.22755564547680e-02	 2.20122329541881e-02	-1.09403109268772e-02	 2.01863909226416e-02	-5.19505659651856e-04	 6.27355889999355e-03	2.426536700e+04
-2.36858901859946e-02	-2.39855470060533e-02	 4.13238012915722e-02	 1.70413145116238e-04	 3.32459768949005e-03	-1.05085666577077e-02	-1.33400526043932e-03	 4.21891507374667e-02	 2.20947022873706e-02	-1.10876298123768e-02	 1.92276829093779e-02	 1.03076448351777e-03	 6.50904916931576e-03	0.000000000e+00
-1.79290298308450e-02	-5.78356707365344e-02	 5.17317919068645e-02	-6.05539440719968e-03	-1.88742351571120e-02	 7.42099623538235e-03	 4.94930022562440e-03	-4.63760000897816e-04	-9.46824621286973e-03	-1.78098147670295e-02	-2.25052903199300e-02	-1.51616854268251e-03	 2.12008370102047e-02	1.763175063e+04
 3.49578388973412e-02	-6.15451700924530e-03	-1.97763496933229e-02	-8.75452604078580e-03	 4.81393702302052e-03	 1.31169608007296e-02	-5.61884526784732e-03	 3.26797679726185e-03	 1.23861318449718e-02	-1.47174731488824e-02	-6.51454220535221e-03	 5.98026011233540e-03	 5.57514423740500e-03	2.539905285e+04
 3.49473885893934e-02	-6.15837552258882e-03	-1.97665905753945e-02	-8.76371513801164e-03	 4.81594382547373e-03	 1.31065420964284e-02	-5.61769997176371e-03	 3.24564944340963e-03	 1.24074420318602e-02	-1.47555405475268e-02	-6.76227364861368e-03	 6.38085200757281e-03	 5.63599524051138e-03	1.912884930e+04
 3.49404687470374e-02	-6.16093050031764e-03	-1.97601284158163e-02	-8.76979984905700e-03	 4.81727266254585e-03	 1.30996431809438e-02	-5.61694159522694e-03	 3.23086502082063e-03	 1.24215529207051e-02	-1.47807474982541e-02	-6.92631307621466e-03	 6.64611048397450e-03	 5.67628872763235e-03	1.497693145e+04
 3.49398456668204e-02	-6.16116055701486e-03	-1.97595465465215e-02	-8.77034773192534e-03	 4.81739231441776e-03	 1.30990219850356e-02	-5.61687330907348e-03	 3.22953379378380e-03	 1.24228235010495e-02	-1.47830171962502e-02	-6.94108360376231e-03	 6.66999503228245e-03	 5.67991685576115e-03	1.460308220e+04
-5.08374855900019e-02	 1.07089496961499e-02	 2.48198017496238e-02	-4.22330659833709e-02	 7.37834456989237e-02	 2.07650710713762e-02	 1.33479667102960e-01	 5.86767508836876e-02	-5.08810388795553e-02	 2.90725653390761e-02	-1.27232683203797e-02	 4.90143455258060e-02	-1.32659777326475e-01	5.604798250e+03
-5.07955447433791e-02	 1.07244352987887e-02	 2.47806348972920e-02	-4.21961868292562e-02	 7.37753916784763e-02	 2.08068850811924e-02	 1.33475070617610e-01	 5.87663585898041e-02	-5.09665643285909e-02	 2.92253435094283e-02	-1.17290328856514e-02	 4.74066260862933e-02	-1.32903994300835e-01	3.076938160e+04
-5.07625814961154e-02	 1.07366061486860e-02	 2.47498518601834e-02	-4.21672017997718e-02	 7.37690616520498e-02	 2.08397486415553e-02	 1.33471458027609e-01	 5.88367854221478e-02	-5.10337827266663e-02	 2.93454189254331e-02	-1.09476173656426e-02	 4.61430451697689e-02	-1.33095935693536e-01	5.054738920e+04
-5.08455431108803e-02	 1.07059746592438e-02	 2.48273263409425e-02	-4.22401510705396e-02	 7.37849930076486e-02	 2.07570379179177e-02	 1.33480550162784e-01	 5.86595357814417e-02	-5.08646080454945e-02	 2.90432141600589e-02	-1.29142771678004e-02	 4.93232146592030e-02	-1.32612859261434e-01	7.702712420e+02
-2.45075185932665e-02	 2.16513411398564e-02	 4.02807793708353e-02	-1.40387301423499e-02	 4.10168113673386e-02	 6.57041246513228e-02	 1.39350461141828e-02	-3.45539087559784e-02	 3.26606052385226e-02	 4.72503640250937e-03	-2.25905401428148e-02	-2.88116469032951e-02	 1.00385042280386e-02	4.105090600e+04
-2.45759365649980e-02	 2.16260795247747e-02	 4.03446721343682e-02	-1.40988909909467e-02	 4.10299498656682e-02	 6.56359135880768e-02	 1.39425443463367e-02	-3.47000855263029e-02	 3.28001226356573e-02	 4.47580985173564e-03	-2.42124332934082e-02	-2.61889792172113e-02	 1.04368946133915e-02	0.000000000e+00
-1.03974372025127e-02	-3.17492759979350e-02	 2.04705782582313e-02	-9.06083008057213e-03	-1.06181410096419e-02	-1.24219792407275e-03	-1.62619496519682e-02	 1.19360386708309e-02	 1.46779117541594e-02	-2.95467927084463e-04	 2.87027521984735e-02	 1.35044699417118e-02	-2.29745329981789e-03	3.743422844e+04
-2.41835486854986e-02	 2.39951244380919e-02	 6.86790774261043e-05	 3.62177292107482e-02	-4.21982011194635e-02	 2.22312321011945e-02	 3.87929025211593e-02	 4.93351955226557e-02	-1.46239769393998e-03	 1.39008287583968e-02	-6.64967939908350e-03	-1.25738449081893e-02	 2.38881921367944e-02	2.785180000e+05
-2.45680756170422e-02	 2.38531475409785e-02	 4.27773152965353e-04	 3.58796094751794e-02	-4.21243593156231e-02	 2.18478680495640e-02	 3.88350445509386e-02	 4.85136437646400e-02	-6.78273358484387e-04	 1.25001102278270e-02	-1.57651439576848e-02	 2.16623481453422e-03	 2.61272505093164e-02	4.780115000e+04
-2.79238191408579e-02	-8.17088064186095e-03	 5.76227407688695e-03	 9.26044062662408e-03	 2.33372459683744e-02	 1.41983960074123e-02	 1.03728008249591e-02	 4.97029921587668e-02	-7.05101941584179e-03	-7.06664015807893e-03	-1.08533071308332e-03	 7.78571992002419e-03	 1.89383592710383e-02	0.000000000e+00
-2.79238191408579e-02	-8.17088064186095e-03	 5.76227407688695e-03	 9.26044062662408e-03	 2.33372459683744e-02	 1.41983960074123e-02	 1.03728008249591e-02	 4.97029921587668e-02	-7.05101941584179e-03	-7.06664015807893e-03	-1.08533071308332e-03	 7.78571992002419e-03	 1.89383592710383e-02	0.000000000e+00
-2.76605001129218e-02	-8.07365671430090e-03	 5.51637113706158e-03	 9.49198061197332e-03	 2.32866800641079e-02	 1.44609187103496e-02	 1.03439425125590e-02	 5.02655800884378e-02	-7.58797753465116e-03	-6.10744637573167e-03	 5.15682053786103e-03	-2.30809444222880e-03	 1.74050812980811e-02	1.579918900e+05
-3.83154026117378e-02	 6.37971793487171e-02	 1.62677480068169e-02	-1.88028821312038e-02	-2.93361848079712e-02	 1.45126393272397e-01	-1.90663344632557e-02	-2.19066156113156e-02	 2.15469479901325e-03	 3.78445310740571e-02	-2.85932950601627e-02	 1.50201543960033e-03	 2.07234857707856e-02	0.000000000e+00
-3.69089369912500e-02	 6.43164814009607e-02	 1.49543069176862e-02	-1.75661578742658e-02	-2.96062724141616e-02	 1.46528605483086e-01	-1.92204753340243e-02	-1.89016653508442e-02	-7.13358982236535e-04	 4.29678717184117e-02	 4.74790022355916e-03	-5.24120635822111e-02	 1.25337899006540e-02	8.438819000e+05
-3.79675971202009e-02	 6.39255977777961e-02	 1.59429465918691e-02	-1.84970520548662e-02	-2.94029748889093e-02	 1.45473146936385e-01	-1.91044520258486e-02	-2.11635201618692e-02	 1.44545253911642e-03	 3.91114841976627e-02	-2.03483364595663e-02	-1.18304204776310e-02	 1.86982523373077e-02	2.086839200e+05
-1.04132279665565e-02	-4.58538264894502e-03	 4.02030402132273e-02	-8.33046576279487e-03	 3.01164731301158e-02	 2.27899408894444e-02	 3.27387233506507e-02	 4.68198914891576e-02	 1.75523755002734e-03	 7.53496848648180e-03	-2.73192161970943e-02	 1.15386747268899e-02	-5.66480161283448e-02	0.000000000e+00
-1.03356799655059e-02	-4.55675000019320e-03	 4.01306212863257e-02	-8.26227675584070e-03	 3.01015813662052e-02	 2.28672543711276e-02	 3.27302245176653e-02	 4.69855748038163e-02	 1.59710226794041e-03	 7.81745304912113e-03	-2.54808896790299e-02	 8.56602541664741e-03	-5.70995696783849e-02	4.652894000e+04
-1.03709290532562e-02	-4.56976483919230e-03	 4.01635389769761e-02	-8.29327175580419e-03	 3.01083503491026e-02	 2.28321118830788e-02	 3.27340876231692e-02	 4.69102642140134e-02	 1.66898193420107e-03	 7.68905098844032e-03	-2.63164925555843e-02	 9.91722950918341e-03	-5.68943180859044e-02	2.537942400e+04
-1.04132279665565e-02	-4.58538264894502e-03	 4.02030402132273e-02	-8.33046576279487e-03	 3.01164731301158e-02	 2.27899408894444e-02	 3.27387233506507e-02	 4.68198914891576e-02	 1.75523755002734e-03	 7.53496848648180e-03	-2.73192161970943e-02	 1.15386747268899e-02	-5.66480161283448e-02	0.000000000e+00
-5.41147427444878e-03	 9.81470186966149e-02	 4.22704291557488e-02	 5.21228617740025e-02	-6.71269602100551e-02	 2.32709011854974e-02	 7.27838250478582e-02	-1.01638884795076e-01	-3.96650088380364e-02	-1.02060614705875e-01	 8.58354336980875e-02	 1.17005495317413e-02	-1.24182626222067e-01	0.000000000e+00
 1.65303901549154e-02	 2.09316415433380e-02	 1.21342096151599e-02	 1.71748251109162e-02	-1.61236702808410e-02	-7.75827920801970e-03	 6.52624332774177e-03	 8.84640808414811e-03	-1.18399472181977e-02	 8.83814429717270e-03	-1.76677744290375e-02	 9.29634479713221e-03	 1.42201530161607e-02	0.000000000e+00
 1.82384079417958e-02	 4.30297848713151e-02	 6.76225911732470e-03	 3.69018905312268e-02	-6.24683045967409e-02	 4.79803127520593e-03	 2.23353977931161e-02	 8.85994316708339e-03	 8.08446366773590e-03	 5.44309973411641e-03	-1.64987739310994e-02	-1.76122334350322e-02	 2.67801843243697e-02	4.180220300e+05
 1.75417066453211e-02	 4.27725454423595e-02	 7.41288014659888e-03	 3.62892716512207e-02	-6.23345150588712e-02	 4.10343693113595e-03	 2.24117524106339e-02	 7.37142278534365e-03	 9.50517154615727e-03	 2.90522179582359e-03	-3.30145377306641e-02	 9.09443340813398e-03	 3.08369999673110e-02	0.000000000e+00
 1.75417066453211e-02	 4.27725454423595e-02	 7.41288014659888e-03	 3.62892716512207e-02	-6.23345150588712e-02	 4.10343693113595e-03	 2.24117524106339e-02	 7.37142278534365e-03	 9.50517154615727e-03	 2.90522179582359e-03	-3.30145377306641e-02	 9.09443340813398e-03	 3.08369999673110e-02	0.000000000e+00
 1.85679245597093e-02	 1.96935302585749e-02	 1.08516607713026e-02	 1.02390512901058e-02	 1.18851999724328e-02	-1.96683568483072e-02	-1.64610311356262e-02	 3.07411271618062e-03	-1.34992963570947e-02	-1.16210348334033e-03	-8.60688821005977e-03	 1.46616632141171e-02	 1.24283473506781e-02	0.000000000e+00
 1.85683256540933e-02	 1.96940920829645e-02	 1.08522580746211e-02	 1.02392257826753e-02	 1.18852793155003e-02	-1.96694773155113e-02	-1.64609056435985e-02	 3.07208695259932e-03	-1.35000852039276e-02	-1.16205450491569e-03	-8.60692794723070e-03	 1.46627000472782e-02	 1.24289192196540e-02	0.000000000e+00
 1.71919503766441e-02	 2.29584471500226e-02	 1.02682651856778e-02	 1.57936995390351e-02	-5.81139158221813e-04	-1.76492521310232e-02	 5.88613852223085e-04	-1.48645549467618e-02	-3.36633434989754e-03	 4.78208328960153e-03	-1.69682351168672e-02	-5.14926320663900e-03	 1.63347164666402e-02	2.266837070e+04
 1.72408107449573e-02	 2.29764876119925e-02	 1.02226364732246e-02	 1.58366631222294e-02	-5.90521954162963e-04	-1.76005395254185e-02	 5.83259025479965e-04	-1.47601635031669e-02	-3.46597003387906e-03	 4.96006724259008e-03	-1.58099678561300e-02	-7.02222883046743e-03	 1.60502078723608e-02	5.198467950e+04
 1.75541533632643e-02	 3.96475207046753e-02	 1.41140953876600e-02	 1.99036096659931e-02	-6.40556333602839e-03	-5.72003471297636e-03	 2.19923559720069e-02	-3.95182330147007e-02	 1.71680312713694e-02	 5.89009575705892e-03	-2.79602427595842e-02	-1.98176607568261e-02	 2.98758276139744e-02	0.000000000e+00
 1.75541533632643e-02	 3.96475207046753e-02	 1.41140953876600e-02	 1.99036096659931e-02	-6.40556333602839e-03	-5.72003471297636e-03	 2.19923559720069e-02	-3.95182330147007e-02	 1.71680312713694e-02	 5.89009575705892e-03	-2.79602427595842e-02	-1.98176607568261e-02	 2.98758276139744e-02	0.000000000e+00
 1.75541533632643e-02	 3.96475207046753e-02	 1.41140953876600e-02	 1.99036096659931e-02	-6.40556333602839e-03	-5.72003471297636e-03	 2.19923559720069e-02	-3.95182330147007e-02	 1.71680312713694e-02	 5.89009575705892e-03	-2.79602427595842e-02	-1.98176607568261e-02	 2.98758276139744e-02	0.000000000e+00
-2.88141904250764e-04	 3.66728341841171e-02	 7.04551646849293e-03	 1.70978810038388e-02	-5.77830926246460e-02	-1.21613834202915e-02	-1.31579875391642e-02	-2.32540546856860e-03	-4.07855835237941e-03	 1.09593893987635e-02	 1.62040693216016e-02	 1.50779686511128e-02	-2.72163130438426e-02	0.000000000e+00
 9.35501969482605e-04	 2.74716541204822e-02	-2.69741859724689e-03	 8.42844304981383e-03	-4.23969258903448e-02	-1.49659526777988e-02	 2.76974051591846e-03	 2.56360354768358e-03	 2.02443358273080e-02	 1.99923746793822e-02	-9.24494839305190e-05	 1.59259068979113e-03	 1.04003382000194e-02	7.102086612e+04
 8.55634624629296e-04	 2.74421651123718e-02	-2.62283372941789e-03	 8.35821461246101e-03	-4.23815887362260e-02	-1.50455784891640e-02	 2.77849353618595e-03	 2.39296489486182e-03	 2.04072006972830e-02	 1.97014414293382e-02	-1.98575757675357e-03	 4.65414745944101e-03	 1.08653970359950e-02	2.310031567e+04
-8.18191410139640e-03	-2.38385941481847e-02	 4.13431965250518e-02	-3.92600202335421e-04	 2.65190285563723e-03	-2.33534640801123e-04	 8.32275104385507e-04	 2.81534926259212e-02	 1.30746639495802e-03	-7.06216265668015e-03	-1.39795761034334e-02	 5.27851190950566e-03	 4.45978687366397e-03	0.000000000e+00
-8.18191410139640e-03	-2.38385941481847e-02	 4.13431965250518e-02	-3.92600202335421e-04	 2.65190285563723e-03	-2.33534640801123e-04	 8.32275104385507e-04	 2.81534926259212e-02	 1.30746639495802e-03	-7.06216265668015e-03	-1.39795761034334e-02	 5.27851190950566e-03	 4.45978687366397e-03	0.000000000e+00
-8.18191410139640e-03	-2.38385941481847e-02	 4.13431965250518e-02	-3.92600202335421e-04	 2.65190285563723e-03	-2.33534640801123e-04	 8.32275104385507e-04	 2.81534926259212e-02	 1.30746639495802e-03	-7.06216265668015e-03	-1.39795761034334e-02	 5.27851190950566e-03	 4.45978687366397e-03	0.000000000e+00
 3.93161421677129e-02	-1.15988774875550e-02	-2.44501028123483e-02	-1.38454151955084e-02	 5.18839228916665e-03	 7.38013438170526e-03	 9.58662075932323e-03	 3.92476246564759e-03	-2.14782710939218e-02	 2.57715059745832e-02	 7.10855875430764e-03	-1.06684625752843e-02	-2.29318633704824e-02	2.117882711e+05
 3.91667970812192e-02	-1.16540194041287e-02	-2.43106355049337e-02	-1.39767363514832e-02	 5.21707145225447e-03	 7.23124094212352e-03	 9.60298815667857e-03	 3.60568281661658e-03	-2.11737277522361e-02	 2.52274857436424e-02	 3.56823496614094e-03	-4.94361393522345e-03	-2.20622432245894e-02	1.221809508e+05
 3.90743898742437e-02	-1.16881384409011e-02	-2.42243401694449e-02	-1.40579912593301e-02	 5.23481667187676e-03	 7.13911319147736e-03	 9.61311547663648e-03	 3.40825242327779e-03	-2.09852916927121e-02	 2.48908734635893e-02	 1.37766117001487e-03	-1.40136634204519e-03	-2.15241661395093e-02	6.673646054e+04
 4.00924181046899e-02	-1.43517878186022e-02	-2.46316444570638e-02	-1.65430748833845e-02	 6.34988207980103e-03	-2.81745015142189e-03	 2.26639559653634e-02	 4.42680892521648e-03	-5.75677964677990e-02	 6.47722846445679e-02	 7.05348424877864e-03	-7.17729951313206e-03	-4.59026264002086e-02	8.909798000e+04
 3.86910378922948e-02	-1.02846727020817e-02	-2.41298186647494e-02	-1.26773614807845e-02	 4.63177300243659e-03	 1.23395415881674e-02	 2.92157405854584e-03	 3.15365589714715e-03	-2.57214581424140e-03	 5.01246746274824e-03	 1.53800553037150e-03	-3.39436641587324e-03	-9.81394621467131e-03	1.325431201e+05
 1.13650446480351e-02	 3.74275031783367e-03	 3.10930887543069e-02	-1.11754877166094e-02	 2.56195876082143e-02	 1.52808370281733e-02	 2.99860800450395e-02	-5.34273845511829e-02	 2.46139503259454e-02	 2.77547513108213e-03	-2.35040801725405e-02	-2.86082538645584e-02	 2.41873379202885e-02	2.418243695e+02
-1.17430834152196e-02	-2.32718334290532e-02	 3.89219177355539e-02	-2.10077904057949e-03	 6.30828151901052e-03	 8.74555814900763e-04	 7.13830655895788e-03	 3.33035869457298e-02	-6.24115714422014e-03	 4.23340132581230e-03	-9.28966599286753e-03	 2.42144008528935e-03	-4.15855667098280e-03	3.598120700e+04
 1.63786724400653e-02	 2.85652383508199e-02	 2.03560400309627e-02	 8.64249971268712e-03	 2.44614502823142e-02	-9.04504693807389e-03	 1.45348500633346e-03	-2.35803251700261e-02	 1.11792093317557e-02	-7.25770403714657e-03	-2.08686626034536e-02	-7.80640423850346e-03	 2.85967816000647e-02	2.880656954e+04
 1.63661532199980e-02	 2.85606159437175e-02	 2.03677312218462e-02	 8.63149139303133e-03	 2.44638543838650e-02	-9.05752829772533e-03	 1.45485704376858e-03	-2.36070728082579e-02	 1.12047384281868e-02	-7.30330787422030e-03	-2.11654389732305e-02	-7.32650468733853e-03	 2.86696796527359e-02	2.129501500e+04
 3.82248321609232e-02	-9.77152464525255e-03	-2.38943175066546e-02	-1.21330419606610e-02	 4.18735316715206e-03	 1.49141062219202e-02	-6.63919869378286e-04	 2.25943601439925e-03	 7.78734986619881e-03	-6.56439608313394e-03	-3.42915579609133e-03	 3.80775622247048e-03	-2.16558570541518e-03	3.831531767e+04
-3.38155247066144e-02	 4.73237876032096e-02	 5.65895775926700e-02	-3.13767001027992e-02	 8.17051770935780e-02	 8.92287944657275e-02	 7.37991256149354e-02	 6.94450885824699e-03	 5.58562568117220e-02	 2.63928939164848e-02	-4.02005606887538e-02	-2.14579443328690e-02	-1.16690934631439e-01	4.710813700e+04
 2.04952316631534e-03	 1.58230530824024e-02	 1.27547778003835e-02	 1.78966249387597e-03	 1.48064461264500e-02	 4.80073989923971e-03	-9.63643007364542e-03	 1.51471721371430e-02	-5.66333625454497e-04	-5.98495933263724e-03	-1.05771528442324e-02	 7.90936058154769e-03	 9.65756298186942e-03	4.350758000e+04
-3.38064271171982e-02	 4.73271466592616e-02	 5.65810817236083e-02	-3.13687004692875e-02	 8.17034300575241e-02	 8.92378645423661e-02	 7.37981285693382e-02	 6.96394609388779e-03	 5.58377050779679e-02	 2.64260337593243e-02	-3.99848963305778e-02	-2.18066824374854e-02	-1.16743908902111e-01	5.256670700e+04
 1.01863323726572e-02	 4.45445225600900e-02	 1.62406574239758e-02	 3.07120554414928e-02	-2.49146565541920e-02	-2.11855346645216e-02	-1.42975055931182e-02	 1.33731607754890e-02	 4.68514364929010e-03	 2.18543165804291e-04	-1.92619441643896e-02	 1.41680785151386e-02	 1.49085395915997e-02	3.152218680e+04
