Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
IMPG1,3.427516,3.596167,2.739667,3.543927,3.648357,4.06705,5.359522,5.327588,4.316451
SUDS3,4.045401,3.715889,3.064232,3.825998,4.11799,4.541358,4.431657,4.322412,6.735548
OR11H6,7.824872,6.876956,7.504421,7.157458,7.72659,7.186533,7.229573,7.163754,7.076407
TP53BP2,4.53797,1.217281,0.439255,3.75185,5.147489,0.668774,1.065694,2.088811,8.409502
TSACC,5.939264,7.176216,5.414714,5.075897,5.296594,8.519173,6.155239,9.0317,9.784081
ASCL3,7.662136,11.906213,12.288914,14.587663,15.577148,14.654428,15.449363,15.471416,19.916155
OTUD6B-AS1,36.06321,38.240997,37.685143,39.602726,43.356773,41.925613,41.888882,42.108444,41.861099
ECSCR,9.931925,9.407098,11.324677,8.913095,10.394628,9.081554,8.59749,7.454067,7.758069
LFNG,5.553234,6.238125,6.799241,6.013471,6.932239,5.777477,10.238742,6.990616,7.07668
FAM161B,51.69812,55.665813,56.245815,59.348629,64.439148,80.522171,59.345768,61.504475,54.830399
SLC22A1,11.675024,11.918156,11.084406,8.239204,11.11581,10.030593,10.100421,10.774452,10.795309
PDC,0,0,0,0,0,0.012516,0,0,0
MIR330,0,0,0,0,0,0,0,0,0
SLCO1C1,0,0,0,0,0,0,0,0,0
GPR27,0,0,0,0,0,0,0,0,0
FCRLB,4.237469,2.922965,3.713354,4.199832,7.169765,3.585886,6.18891,5.669698,5.714446
RPL29,8.075399,7.20963,8.583353,10.114784,8.100003,9.162134,10.692876,10.608675,11.193975
CHRFAM7A,17.169813,17.367865,16.307014,20.039944,21.150736,21.399393,22.67066,22.940102,23.818974
TRIM16,12.363822,7.575058,11.875736,7.663942,9.328675,9.419071,9.053604,8.380651,6.658058
ERC2,32.788342,32.668972,32.764709,35.807606,40.835026,37.512028,37.649055,40.827271,39.044125
SCRT1,4.984161,5.339748,4.597782,4.486842,4.449664,4.671419,4.081101,4.062432,4.080209
GPR107,3.323785,2.401296,2.189068,3.384613,2.617405,3.044885,5.547102,5.505448,5.010334
LOC730159,0,0.024528,0,0,0,0,0.028001,0.008785,0.018774
IL36B,1.823454,1.653358,2.09655,2.408518,2.971612,1.885238,2.665436,2.160961,1.227069
UTP14A,13.48988,13.230429,12.096861,16.324305,16.81238,18.564602,22.077541,18.695797,21.855627
ARMCX1,6.599353,6.412032,6.217076,5.837582,6.099887,8.257657,7.59659,8.090017,7.533407
SNORA4,11.275337,13.902347,15.344395,11.346642,18.272888,12.779711,11.205741,10.6146,13.433712
WHAMMP2,16.766222,16.575588,17.695883,16.507116,17.83461,16.83753,17.258209,17.506763,16.339062
ERGIC2,7.548687,7.900564,6.575716,7.340183,8.296958,9.057494,13.313003,12.948106,11.160374
MRVI1,1.501184,2.104385,2.136969,1.847946,2.030813,2.588944,2.627419,2.220397,1.820136
GAGE7,69.058342,68.016113,70.998375,68.948006,74.973297,75.914536,69.031212,68.960861,69.593864
MT2A,1.17085,1.632474,1.770895,2.49695,2.709364,3.065665,1.577215,1.871416,1.670533
DENND2C,1.954944,2.036712,1.952837,1.382429,1.71075,1.973098,2.66047,2.530955,2.316072
SLC26A2,1.531162,2.078505,1.716794,1.864665,1.649745,2.22214,2.594017,1.941661,2.682932
MIR1302-6,8.88784,8.120105,5.226591,7.395596,7.322242,6.678057,10.679449,7.937521,11.352849
SLC22A7,1.318957,2.384705,1.834142,2.26576,2.26421,2.494222,2.434843,2.965704,2.939321
GRPR,20.721172,19.123657,20.746288,17.144932,21.28499,19.03199,19.474771,18.793827,19.441618
ZNF33A,10.290035,10.659073,10.165716,11.82883,11.725911,9.085792,10.934032,10.529442,10.786969
KCNMB2,4.702454,4.05202,5.262458,4.978049,5.646783,5.984167,4.598655,4.217811,4.270583
MOBP,1.581451,1.903829,1.652796,1.961074,2.154134,2.298622,2.155409,2.67616,2.743091
FSIP1,8.727111,7.676881,7.949143,8.304072,10.369451,9.111681,11.196985,9.134602,9.753666
LCE5A,0.322036,0.352648,0.27916,0.286919,0.331531,0.296509,0.314418,0.480655,0.429875
GPBP1L1,6.192297,7.009765,6.324273,6.214835,6.420924,6.418133,5.814827,6.765727,6.275989
OR5F1,3.899155,4.27412,2.987921,3.066267,2.687715,5.02573,4.000596,3.407456,2.770245
MIR491,8.383657,6.926903,7.705019,6.886122,8.983542,6.641088,8.052614,11.966791,8.770653
ABHD17B,10.912354,11.268407,11.89971,10.36551,12.086478,11.713301,13.184639,12.664675,12.889137
DPP9,1.719176,2.362683,1.647275,2.10122,2.608268,2.334282,2.055874,2.412105,1.908072
SGPP2,29.409546,31.512079,32.03339,30.572147,33.137634,32.680885,36.334702,35.913273,36.166557
LOC101927038,15.752147,16.000494,14.15234,13.856124,14.366046,14.841322,18.722124,16.247337,14.670332
CCDC173,21.827038,21.940022,35.357807,26.850698,25.220667,28.213779,34.014904,18.07881,23.195517
N4BP1,33.369358,36.318283,37.240292,37.119717,40.722912,41.394836,43.359768,40.666916,39.359261
TERC,16.840912,15.96769,17.444725,17.708048,18.819872,18.865221,20.736788,18.79435,19.913542
MNX1,1.292926,0.814975,0.702048,2.21401,2.425796,1.000049,2.046138,1.373866,1.097295
ARHGEF40,14.385262,15.102129,12.730997,22.230947,18.168278,20.013212,20.761395,21.622587,22.963024
TNNI2,8.792948,9.434566,8.835721,7.429592,8.924511,9.729975,8.659249,8.204868,8.334815
SLC37A3,10.441249,10.954797,10.280252,8.286731,10.569938,10.248689,13.676984,12.98784,11.022084
MAGEC2,0,0,0,0,0.027696,0.037154,0.030357,0.019353,0.0176
TXNDC15,9.939637,11.345247,11.222435,8.312819,8.612301,9.440518,9.158263,9.350042,5.757499
AIRE,20.570351,20.777954,20.668076,20.829256,20.265696,21.817707,20.020426,20.20685,21.199451
KRT78,16.153921,15.698146,16.246902,15.210138,25.664179,20.757698,21.650965,20.615475,27.899384
MECOM,0.015576,0.006988,0,0.000545,0,0.014159,0.052523,0,0.017902
SOHLH2,590.122009,574.535278,572.279053,321.630981,304.969421,335.255219,277.445404,237.857666,217.053223
MIR373,31.458145,30.605679,30.660545,27.096462,31.247797,29.710236,29.820292,28.639521,29.800734
AKAP2,1.370018,2.89266,2.389794,1.924888,2.728688,2.022852,3.043165,2.563768,2.463698
UCP3,1.604536,3.337623,2.067048,1.495405,1.985228,1.564621,1.99305,1.830035,1.264168
PCYT2,0.270619,0.166198,0.110336,0.03842,0.117023,0.176622,0.133737,0.164351,0.050153
AQP8,43.996227,45.666058,48.356125,45.537498,49.755466,47.078548,44.135288,47.512722,41.834209
DDX39B,12.010808,12.956649,13.071682,12.573281,13.579833,13.847237,13.419622,13.726316,14.219794
DENND2A,0.527042,0.719761,0.785393,0.468815,0.548001,0.366733,0.934545,0.865057,0.416206
TSEN15,11.226296,9.826795,11.512522,10.260252,10.763695,11.800819,12.417579,11.866829,11.525799
CDCA5,2.428356,4.99651,2.350107,1.452382,12.005559,8.911068,8.141961,2.866306,2.304918
SULT6B1,0.742751,0.92282,1.001687,0.983138,1.36635,0.995387,1.263343,1.297188,1.558431
AGAP2-AS1,10.632162,11.348731,10.166986,11.432368,11.56035,11.342854,11.543728,12.436048,13.782146
WHSC1L1,1.207619,1.118108,1.027299,0.493002,0.901724,1.026291,0.521679,0.50419,0.410142
CDK3,16.136484,16.87352,16.893461,16.032236,17.483717,16.735693,16.944258,17.069269,16.169851
ANKRD20A1,3.474477,3.432138,3.456977,3.824837,4.11844,3.898284,4.864947,4.781667,4.821476
GPS1,1.879933,1.966558,1.662688,1.781431,2.011266,1.911141,2.020248,2.2372,3.106943
SNHG5,0.530896,0.632658,0.391775,0.378544,0.258814,0.425359,0.41236,0.474846,0.17304
CACNA1G,8.283522,4.895406,14.970257,6.742163,8.03202,6.994328,10.389275,6.152866,8.319477
TAS2R43,14.96873,12.222667,10.821341,12.448234,12.25421,12.083615,11.127115,12.201073,10.763472
TMEM127,3.492667,4.468771,5.071422,3.914849,3.689399,4.699931,4.607515,4.12489,4.207633
C1orf52,30.226158,29.991978,30.368513,31.286053,33.928329,33.737083,39.653973,35.251377,40.286858
ARHGAP8,0.60471,0.432126,0.406383,0.317683,0.626014,0.370204,0.45418,0.637897,0.433255
SLC25A3P1,12.678335,12.711073,12.390431,9.826835,14.102307,9.700216,14.666426,13.78952,13.550672
IFNE,15.692499,14.394543,10.982919,19.569616,21.179829,16.236008,18.331093,17.22345,16.387455
KLRF1,0,0,0,0.00262,0,0,0,0,0
BACH2,8.978959,7.059747,9.343602,10.057479,15.983994,8.548446,4.868407,4.900444,4.270772
GSTT2B,12.964936,13.720462,14.869827,11.562914,10.806701,9.02727,8.187533,7.612485,7.27395
LIMS1,0.622346,0.277903,0.436409,0.228755,0.467346,0.252708,0.248002,0.231124,0.230905
CABP2,21.285011,23.806175,22.216757,26.84074,24.030069,23.923756,24.768461,23.918224,27.854383
MPEG1,0.249427,0.338581,0.244751,0.264441,0.186003,0.349146,0.378611,0.304584,0.366684
MT1A,8.038072,10.190995,7.7781,6.280064,6.287137,7.58145,13.505612,14.35173,13.562991
C6orf120,1.968507,0.659786,1.734737,0.436314,1.362753,0.948549,1.27141,1.010727,1.854371
NUDT9,8.050074,7.016376,9.024128,7.309422,6.743249,6.784262,7.52085,6.64092,7.195192
HAUS8,1.091558,0.705617,0.917673,0.801746,0.761087,0.728489,0.456821,0.318882,0.210932
TRNT1,0.920026,0.353982,0.669847,0.371453,0.952531,1.13734,0.2351,0.906866,0.403669
GNAL,12.254932,11.260804,12.784177,9.665144,10.832172,11.054771,8.928275,8.54745,8.655063
RHCE,4.015921,4.538685,4.386136,4.235408,4.400355,3.689701,3.684655,3.48684,2.921173
HAGH,11.291676,15.207626,12.101817,19.255026,15.216231,20.061464,14.834316,11.695602,11.087173
LMX1B,13.33968,13.409203,11.102394,9.731583,10.778482,12.379104,10.636081,10.738035,9.912111
RGS19,7.010709,7.46417,7.934388,5.344111,10.160737,9.859807,7.336844,7.670456,7.960451
SLC35E2,9.223404,10.838454,13.452747,14.037331,16.452259,12.803012,8.277193,10.272255,8.193352
ATOH8,7.383275,7.035737,7.065398,8.712028,8.937894,9.979294,6.697262,8.299624,7.875264
SLC44A4,16.208637,17.337721,18.081146,15.608389,16.051348,16.755753,15.464857,15.545137,15.087888
MIR450A1,22.681767,22.256128,24.795885,31.630623,41.413372,28.826483,22.898239,20.311438,21.202713
SH3BGRL,1.270098,1.45013,1.567176,1.252608,1.313352,1.580553,1.257874,1.24864,1.373987
ABHD13,7.877308,7.110595,8.027439,8.361859,7.556235,6.042232,7.878367,7.29746,7.57993
GSN,4.649335,5.765465,5.494356,5.495461,5.460733,4.668271,5.242394,5.332253,5.915545
ZNF566,9.334175,7.637342,11.71151,10.128939,8.145942,12.34384,13.138155,6.29615,12.811545
FAM19A2,8.945961,8.232932,6.44634,7.917659,6.62846,8.479205,6.701561,7.231944,6.559965
TGM5,4.40766,4.768339,4.517853,5.593943,5.942986,6.318865,6.797415,6.172451,6.25415
MISP3,44.21196,41.373283,45.025734,37.294895,44.201576,46.687763,43.837719,45.498222,42.992661
ZNF24,0.064483,0.120425,0.098095,0.063636,0.089322,0.13112,0.094411,0.065925,0.119755
FGD5P1,6.050157,7.201173,6.487268,5.119106,7.349963,7.997933,4.483361,5.251758,5.311082
PKIG,33.840508,19.022339,20.686268,30.043846,15.132868,27.052427,27.883389,29.259604,25.899273
GLIS3-AS1,2.616562,4.263978,4.12027,4.120226,4.608293,4.602636,2.910658,4.27799,4.349563
C11orf80,5.653456,6.930276,8.200445,7.27472,6.386846,9.167778,8.245857,6.510684,7.841403
CMTM3,11.77673,11.525188,8.667096,11.374259,11.403486,11.788917,8.966751,9.007422,9.381197
MIR135B,10.638077,12.720734,10.427889,9.929204,9.601903,10.57873,11.782318,11.674312,12.307322
LDLRAP1,7.321883,8.421413,7.339252,8.796052,7.762197,9.404697,9.792707,7.913196,8.777867
CCNJL,16.563276,15.588796,16.863012,16.92135,16.578489,17.940372,17.422712,17.899227,17.380442
GIMAP7,2.13394,2.761324,2.955756,3.297193,4.3063,2.866134,3.293381,3.781844,2.693322
PLTP,10.515151,5.20094,6.088224,8.168826,6.802897,3.893931,4.329935,3.995767,5.345276
TXNDC2,8.259882,7.243545,7.637776,8.150191,7.021611,8.527122,8.274098,7.88643,7.884075
C16orf59,29.654451,28.14562,31.199228,32.115757,35.224346,29.952211,33.447906,37.510406,35.214233
ECHDC3,8.459618,9.211798,10.420604,9.408962,10.22157,8.518454,9.119158,8.291574,7.329559
STARD13,1.040765,2.229356,1.866692,2.306733,2.904566,1.080662,2.003863,1.661245,1.500494
ABCB7,15.738007,16.364359,22.000603,24.453455,13.566744,16.064386,16.702286,19.772116,17.060036
ARHGEF10L,0.064469,0.127622,0.089943,0.034065,0.041984,0.053007,2.034903,0.039995,0.080403
WASH3P,9.720095,9.721543,10.297692,7.06855,7.726953,7.922324,9.730352,9.111186,8.524349
ZNF774,49.389534,56.584297,27.698627,31.779055,38.11895,30.322544,28.779118,41.341328,50.297821
DNAJB3,19.208395,19.496031,16.680012,20.16441,18.864201,20.460405,21.171005,20.081989,21.833336
ANPEP,16.113737,14.446101,16.839336,17.118591,18.944056,18.934076,18.980579,15.274997,18.396835
MICU2,0.09635,0.041804,0.127037,0.049098,0.059517,0.167425,0.08608,0.220766,0.090728
SNED1,2.498487,3.197438,3.693618,4.492309,4.767681,4.679534,4.774522,3.939837,4.19586
KRT20,33.309704,34.437466,33.402546,31.191151,32.517704,30.363897,36.808533,33.270729,30.227417
APOC2,0.897107,0.125228,1.002767,3.592922,1.865563,2.829921,3.90183,4.838638,3.863805
ERLEC1,5.690327,7.350666,6.797084,14.36716,14.877954,12.222928,6.274304,7.338405,7.446826
NACC1,1.10234,1.71121,1.222027,1.434264,1.238883,1.249379,0.230058,0.958855,0.61356
AFF3,14.751378,13.997694,16.311794,16.327984,14.951625,14.135515,15.728722,13.677683,14.723158
KEAP1,7.30032,7.477113,7.082061,6.742002,9.669221,8.754525,8.308152,7.19576,7.481634
NAP1L3,43.494705,45.057583,43.045921,39.590565,40.798882,44.041264,46.633072,44.185013,43.587437
PRR12,2.065529,1.781388,1.981851,2.15962,2.355289,1.879004,2.95067,2.745164,2.632361
CD80,9.815804,8.378778,9.87048,5.987226,7.613644,8.287218,6.761184,6.566567,6.575116
PXT1,25.632387,28.410858,29.118954,27.704956,27.711609,29.360813,27.675362,27.226715,27.808874
C1orf106,21.955027,20.6919,19.971933,20.966545,22.452242,19.000729,20.378094,22.412498,20.465408
GNPDA2,11.179461,8.943252,10.844198,8.387587,7.756951,6.863134,9.171269,8.180793,5.98531
CDKN2D,0.853098,0.568944,1.085906,0.91716,0.628462,1.162371,0.903743,1.264247,1.606009
CCDC170,0.251152,0.220602,0.240477,0.128151,0.454211,0.252206,0.17419,0.307306,0.211357
ZNF544,22.225733,20.316183,22.72781,16.656065,19.89374,18.038338,14.040173,15.156316,16.576973
LINC00672,7.224048,7.443749,7.405802,5.544004,5.375126,5.680425,7.136062,6.331905,6.584194
ATP13A3,0.526013,0.493264,0.471071,0.35479,0.387674,0.457112,0.397316,0.51749,0.231829
RACGAP1,26.320595,23.394657,24.89797,25.728161,28.862976,28.685017,25.536907,24.440342,27.741291
FITM1,31.107388,29.703293,34.125351,7.297647,14.04282,21.665556,33.690651,25.896585,33.609207
SCIN,9.446371,10.923491,10.319909,9.207498,11.541747,11.324999,12.549951,15.008529,12.28165
RBBP6,2.340654,1.538486,1.885798,1.493161,1.499807,2.245274,1.850474,1.876857,2.376585
MBD3L2,12.475787,11.963804,12.150396,14.985906,14.849682,15.072421,16.027607,15.814153,15.403313
ELMSAN1,29.738337,30.116722,29.468977,23.856266,27.286772,26.035721,24.750965,23.408648,22.685261
PPIL3,22.622852,16.398224,21.015884,26.67844,26.741636,23.889977,28.858707,25.474287,25.248011
SRP9,12.209361,10.808462,11.068024,9.476375,10.505713,10.581159,11.69244,11.378587,10.023372
OR2L13,17.129541,18.366587,17.940477,14.415798,19.178711,16.185343,14.466906,15.004049,14.068759
SNORA5C,27.002617,26.18803,27.867325,26.959921,28.44212,27.952255,26.651308,30.721308,27.488707
ALG11,2.004509,2.325991,1.77194,1.655589,1.436076,1.644087,1.643794,2.649678,2.142617
SNORD121A,1.841074,2.387641,1.935353,1.719579,1.970669,1.942225,2.130929,2.206728,1.724728
LOC728743,24.437023,26.641232,24.668325,25.166613,28.073881,26.529179,28.496565,24.982513,25.127317
WNT7B,5.581721,5.333138,5.008821,3.811032,4.419163,5.69827,6.534564,3.81092,5.123094
EMB,0.060992,0.120086,0.020956,0.134223,0.139881,0.117732,0.021354,0.047527,0.084822
SPAST,1.380277,1.62356,1.515777,2.556082,1.850141,1.337528,1.436682,1.243738,1.42201
H3F3C,13.351723,14.730948,9.514415,10.505814,11.594689,12.761297,11.365961,11.662689,10.835325
NPTN,8.073744,8.281566,7.180814,6.817712,8.6415,7.929475,8.148455,8.4322,9.521292
OR4N2,9.32579,9.28343,7.61294,6.00099,7.102215,5.968943,5.097645,7.024088,5.84153
C19orf45,6.939783,7.471361,7.105412,8.386849,10.245943,10.181884,12.788218,12.038514,13.468339
SLC25A33,13.297344,14.67501,16.222919,18.683348,18.596186,17.384699,16.519358,18.620605,18.893505
UHMK1,2.441149,2.392,2.559332,2.160544,2.533011,2.64861,2.256359,1.987819,2.283172
SF1,6.41852,6.249674,6.233132,6.001132,6.38849,6.834292,6.746113,5.699786,5.140399
GFI1,7.937665,7.859586,8.008758,5.681133,7.559871,6.619801,7.890956,6.171052,5.659651
ZNF417,0.914148,1.057269,0.660568,1.120557,1.545156,2.269431,1.284263,1.441001,1.525252
GP6,32.545921,32.183773,35.434383,29.347322,30.740303,24.908768,29.113894,30.330433,27.824026
FAM25A,2.931816,2.038213,2.299135,1.811302,1.207945,1.644411,1.492063,1.806248,1.012353
MSS51,18.467192,18.393288,18.274206,15.183551,19.315939,17.420946,18.486715,17.505371,16.772705
KRTAP6-1,5.551973,6.226932,6.320181,5.136005,5.606601,5.83696,4.541358,4.391493,5.043523
SNCA,4.977542,4.715745,5.688605,4.290427,5.681392,3.885053,4.933449,4.660536,4.723687
CACNB4,0.415769,0.307182,0.383271,0.289033,0.360148,0.37728,0.148471,0.122973,0.210053
FAM64A,1.838894,1.579795,2.129892,1.656404,1.781308,2.12093,2.005253,1.875419,1.886728
ANXA8,18.355017,22.80592,15.899166,17.440504,10.285337,16.633696,14.760357,17.391996,21.122038
ZDHHC1,7.000771,5.893925,6.380489,7.546562,7.965585,6.712384,7.88316,7.240236,7.428743
SF3B1,1.209386,1.516877,1.696844,1.50367,1.722339,1.282891,0.823426,0.885931,0.519936
IZUMO1,0.646821,0.606466,1.272071,1.523455,0.71956,1.24527,0.457628,0.543756,0.72265
OPN1MW,4.057957,2.76087,3.433579,2.7156,3.836375,3.231449,4.829704,3.822865,4.613258
CGB8,2.158106,2.090671,2.445381,1.829014,2.441718,1.99723,2.020997,2.01566,1.674176
ADGRF1,4.827386,6.963529,3.767082,3.56899,3.559456,8.434417,20.175053,17.222137,20.372894
HSPD1,10.368189,10.398201,10.335436,9.921351,10.965496,11.079587,15.411153,14.11057,13.559603
AOX1,1.201217,0.775629,0.420736,0.507535,0.638199,0.624953,2.033236,1.195174,0.76398
NDUFC2,34.107307,35.358246,34.286945,30.691977,31.08185,32.728657,32.682804,30.670036,31.411068
LOC101928126,36.625843,31.727098,40.450989,22.176407,25.113729,26.118031,22.546257,21.60535,20.743025
SSX4,38.787121,32.075447,37.197239,26.731739,26.690639,25.060364,29.264208,26.033871,22.613527
CDRT1,11.302942,9.661392,8.936819,9.445692,10.716272,10.163869,10.030715,10.471204,9.521629
RSRC2,18.15637,18.836571,21.739141,18.329714,18.693157,20.03623,18.062038,20.38044,14.238191
IFNAR2,6.071003,5.674212,5.927329,5.670253,6.555164,5.193201,6.496289,4.975272,5.337801
WDSUB1,30.601824,31.272675,31.365963,28.357014,30.772301,29.724951,30.194099,28.039497,29.681892
GOLGA6A,1.339564,1.189857,1.558254,2.27719,3.303877,1.431973,0.675178,0.626717,0.389068
IGSF11,7.947045,8.961207,21.657139,9.338263,12.459912,10.771968,10.172061,7.803893,8.102648
CFH,387.470184,412.164459,392.975281,417.776611,493.943329,448.765625,619.498779,653.243469,603.019043
TMEM218,15.253311,17.684452,14.736678,19.789074,14.944739,14.839925,18.854101,18.036224,20.396145
LOC100130453,9.876753,9.57621,9.65572,8.873624,10.222583,10.430453,12.144973,13.05299,12.330725
HACD1,29.001068,26.877995,30.089104,35.094662,33.257313,35.582592,37.909454,44.878334,39.02689
PRB1,0.536727,0.428389,0.777779,0.532753,0.548293,0.694038,1.035939,0.65371,0.982996
DSC1,32.495304,34.365913,35.777561,30.697382,24.238297,26.295549,20.937143,23.983496,24.281858
MYH4,8.151463,7.272636,7.245474,7.154085,7.831411,9.049071,8.481582,8.317195,8.421202
PTGES,107.911263,92.539474,129.237106,38.892376,55.179211,47.815437,50.935841,43.888725,42.777634
LOC401286,18.008173,19.611807,21.418098,19.418112,22.257185,22.034035,23.623383,22.825951,25.654381
IFITM3,0.330765,0.190211,0.250853,0.379149,0.341883,0.164626,0.124856,0.197902,0.094869
MAD1L1,0,0,0,0,0,0,0,0.000428,0
UNG,13.835016,16.506811,15.116736,15.293797,15.490893,15.732057,16.785181,19.242252,16.259243
OTUB1,26.702099,26.50267,27.674414,26.208467,26.381052,24.840235,25.759047,24.809113,24.164032
CDC42BPB,1.587574,1.82,2.288744,1.426388,1.993833,1.889608,1.79712,2.320306,2.550065
CLCN6,77.037285,70.728386,66.789963,58.230335,64.53756,51.527393,62.175304,56.739475,52.703159
FAM20C,29.062943,32.285534,31.259644,28.122412,30.438206,32.258064,32.634251,32.194904,29.554428
ITIH2,4.120255,4.938948,4.141908,4.538174,4.935866,4.865217,4.317783,4.779901,4.341882
CT47A1,2.412982,2.985593,3.19606,3.114276,3.329143,3.110371,2.159933,2.741054,3.327529
ATR,22.254568,21.322689,22.64921,23.071344,24.636919,24.13035,26.150738,25.14451,25.776787
JKAMP,20.626713,20.118788,20.943754,12.656816,13.705246,13.571762,13.273151,10.952739,10.457758
NUFIP1,11.149778,10.67073,10.970824,10.438783,11.708665,10.699494,9.424523,9.662074,10.498945
VOPP1,22.657816,24.473934,24.042171,28.847029,30.56333,33.735268,25.088083,29.68428,32.727631
DBP,8.900728,9.315197,8.543436,7.941858,8.663462,8.46634,8.942539,8.689457,8.754763
PDDC1,8.57398,10.760339,9.664757,11.664047,13.594549,11.924513,11.205331,12.278378,11.127441
PAK2,14.957069,17.265781,15.872188,14.529923,15.285106,17.294594,16.854654,17.306746,14.685445
MAGEB6,17.61445,19.814028,37.841293,18.305807,17.117199,15.615791,15.013559,15.924584,13.231269
AKNAD1,1.691694,1.231274,0.958639,1.308466,1.754593,1.468022,1.579635,1.461092,0.724534
